Tweet,Date,Retweets,,,,
"I’m not a racist. I’m the least racist person who ever hung a No Vacancies for Blacks"" sign and calls Mexicans rap… """,Mon Jan 15 01:44:34 +0000 2018,224,,,,
Democrats are refusing to make a deal on #DACA! They made a bipartisan deal on the terms I laid out and then refuse… ,Mon Jan 15 00:40:13 +0000 2018,41,,,,
"Thank you, Eric Trump, for helping me steal from kids with cancer to pay off those porn stars before the election!… ",Sun Jan 14 21:12:14 +0000 2018,288,,,,
Thank you @sendavidperdue for saying that you definitely remember what I didn't say after first saying you didn't r… ,Sun Jan 14 21:01:37 +0000 2018,24,,,,
"Because the real President won't tell you, I'll have to do it: ",Sun Jan 14 19:49:19 +0000 2018,36,,,,
The Evangelicals love me! ,Sun Jan 14 19:33:32 +0000 2018,18,,,,
I love the poorly educated! ,Sun Jan 14 18:42:01 +0000 2018,63,,,,
"#WeirdMarriageAdvice If your wife has just had a baby, give her some space by arranging a threesome for yourself wi… ",Sun Jan 14 17:58:52 +0000 2018,241,,,,
#WeirdMarriageAdvice Lock your wife out of your bedroom and only give your daughter the key ,Sun Jan 14 17:50:01 +0000 2018,21,,,,
#WeirdMarriageAdvice Make your wife feel special by displaying her on the piano ,Sun Jan 14 17:45:58 +0000 2018,106,,,,
#WeirdMarriageAdvice Convince Evangelicals that marriage should only be between one man and a series of progressive… ,Sun Jan 14 17:44:40 +0000 2018,40,,,,
"AT&amp;T laid off 4,000.

Macy's laid off 10,000.

GE laid off 12,000.

Carrier is layoff 215 more workers in Indiana.… ",Sun Jan 14 17:33:58 +0000 2018,611,,,,
My Ambassador to the Netherlands @petehoekstra never called the Netherlands a SHITHOLE! Except maybe once in a vide… ,Sun Jan 14 17:08:27 +0000 2018,56,,,,
The people projecting the word SHITHOLE onto Trump Hotels are only saying what our guests say when they get back to… ,Sun Jan 14 15:44:06 +0000 2018,64,,,,
"Mia Love votes with me 97% of the time, so we're cool.",Sun Jan 14 15:36:12 +0000 2018,10,,,,
"#MakeAMovieYours Tweet, Play, Hate",Sun Jan 14 11:35:08 +0000 2018,1,,,,
#MakeAMovieYours Mueller's Crossing ,Sun Jan 14 11:31:20 +0000 2018,0,,,,
"#MakeAMovieYours What's New, Pussy Grabber? ",Sun Jan 14 11:26:08 +0000 2018,7,,,,
Sam Rockwell merely said what many Republicans say about me at their kitchen tables.,Sun Jan 14 07:19:33 +0000 2018,7,,,,
"In a real attack, I wouldn't know what to do, either ",Sun Jan 14 01:17:30 +0000 2018,30,,,,
"I have now been fully briefed on Hawaii. Did you know it was part of America? Not many people know that. Also, it's… ",Sun Jan 14 01:05:22 +0000 2018,713,,,,
I JUST GOT OFF THE PHONE WITH SOMEONE WHO TOLD ME @MICHAELWOLFFNYC IS MENTALLY DERANGED!! ,Sun Jan 14 00:28:12 +0000 2018,6,,,,
"Whatever Obama did I'm doing the opposite! Sorry, auto industry. ",Sat Jan 13 23:12:45 +0000 2018,19,,,,
Anything happen while I was out? ⛳️🏌️‍♂️,Sat Jan 13 22:58:11 +0000 2018,40,,,,
"Thank you, Trey Gowdy, for your work on the House Ethics Committee! You have done for ethics what Scott Pruitt has… ",Sat Jan 13 22:40:22 +0000 2018,22,,,,
"AMERICA FIRST!*

*Not valid in Hawaii",Sat Jan 13 22:26:53 +0000 2018,202,,,,
"It was a mistake made during a standard procedure at the change over of a shift and an employee pushed the wrong b… """,Sat Jan 13 20:06:41 +0000 2018,28,,,,
Sorry. Was just told he's a white Nazi from Missouri. Seems like a nice guy. ,Sat Jan 13 19:51:02 +0000 2018,10,,,,
Can't we send these terrorists back to the shithole countries they came from? ,Sat Jan 13 19:49:50 +0000 2018,28,,,,
My accusers are all lying! That's why I paid them off before the election! ,Sat Jan 13 19:33:52 +0000 2018,35,,,,
"I'm so glad @MiaBLove votes with me 97% of the time! Together, we can Make Utah a Shithole Again! #MUASA #MAGA ",Sat Jan 13 18:01:46 +0000 2018,16,,,,
Thank you @CLewandowski_! The fact I was blackmailed by a porn star is not a news story! I've been blackmailed by f… ,Sat Jan 13 17:56:34 +0000 2018,15,,,,
I am the poorly educated! ,Sat Jan 13 17:43:26 +0000 2018,9,,,,
"Handsome and fearless Donald J. Trump is in excellent health and mentally very smart and, like, stable. Genius leve… ",Sat Jan 13 17:03:30 +0000 2018,287,,,,
It's not illegal to forge a doctor's note when the President does it! ,Sat Jan 13 07:28:06 +0000 2018,42,,,,
#FlashbackFriday ,Sat Jan 13 04:58:47 +0000 2018,17,,,,
"RT @RealDonalDrumpf: #LesserKnownHiccupCures Melania threatening to cut one's balls off, but in Slovenian ",Sat Jan 13 04:54:14 +0000 2018,72,,,,
I don't only screw porn stars ,Sat Jan 13 04:49:47 +0000 2018,94,,,,
Oops. #Haitileaks ,Sat Jan 13 04:20:07 +0000 2018,36,,,,
I never should have let @foxandfriends write the first one for me! #stablegenius ,Sat Jan 13 04:07:35 +0000 2018,12,,,,
VAGINA IS EXPENSIVE! ,Sat Jan 13 02:52:13 +0000 2018,17,,,,
"I have 99 more problems to look forward to. Damn you, Sloppy Steve! #SloppyLeaks ",Sat Jan 13 01:44:44 +0000 2018,3,,,,
"Over to you, @KellyannePolls, @PressSec, @OMAROSA, @BetsyDeVosED, @IvankaTrump #TIMESUP ",Sat Jan 13 00:32:02 +0000 2018,5,,,,
Ari Melber says I use a lot of gag orders. All of my gag orders are extremely consensual. And everybody knows my sa… ,Fri Jan 12 23:16:01 +0000 2018,12,,,,
Mike Pence never dines alone with any women who is not his wife. I fuck porn stars. #bothsides,Fri Jan 12 22:37:03 +0000 2018,50,,,,
"I thought about inviting Stormy Daniels to the debate, but I brought Bill Clinton's accusers instead. ",Fri Jan 12 22:33:38 +0000 2018,8,,,,
"Stormy Daniels was able to blackmail me, but Putin never could, believe me. ",Fri Jan 12 21:22:17 +0000 2018,330,,,,
"Please direct all questions about Stormy Daniels to Ted Cruz, who is more familiar with her most recent work. ",Fri Jan 12 21:06:40 +0000 2018,248,,,,
London's a shithole anyway. ,Fri Jan 12 21:04:38 +0000 2018,14,,,,
"Thank you, Tomi Lahren, for this incredible observation! The poorly educateds will love it! Also, please remind me… ",Fri Jan 12 20:53:44 +0000 2018,28,,,,
Vagina is expensive. ,Fri Jan 12 20:28:18 +0000 2018,56,,,,
I deserve all the credit! ,Fri Jan 12 20:14:28 +0000 2018,7,,,,
"Sorry if I reminded you what your Irish ancestors went through back in the days of slavery, @SpeakerRyan! But thank… ",Fri Jan 12 20:12:36 +0000 2018,5,,,,
Jennifer Mendelsohn is very unfair to @SteveKingIA! All Steve wants to do is make his ugly racist comments and fuck… ,Fri Jan 12 19:58:33 +0000 2018,6,,,,
Shit. I've even lost the Flat Earth Society. ,Fri Jan 12 19:41:17 +0000 2018,9,,,,
I didn't want my racism to distract from my sexism. ,Fri Jan 12 19:28:41 +0000 2018,42,,,,
"He's seen the pee-pee tape, so he couldn't even say that. V. Putin is so smart! ",Fri Jan 12 15:26:22 +0000 2018,10,,,,
Don't buy this book! It's free today. ,Fri Jan 12 12:29:10 +0000 2018,10,,,,
TIME called and asked me if I would be the person of my year and I said is that a trick question and they said why… ,Fri Jan 12 12:22:28 +0000 2018,4,,,,
Reason I cancelled my trip to London is because of the stupid decision to move the U.S. Embassy. Jersusalem was a terrible idea! #TrumpVisit,Fri Jan 12 11:52:30 +0000 2018,12,,,,
Reason I canceled my trip to London is that I they wouldn't let me ride in the gold carriage like I wanted and ever… ,Fri Jan 12 05:29:17 +0000 2018,321,,,,
"Thank you, @NYDailyNews! Amazing likeness! ",Fri Jan 12 04:43:51 +0000 2018,58,,,,
"How many psychiatrists does it take to convince me to submit to a neurological evaluation? 

WRONG! ",Fri Jan 12 04:15:25 +0000 2018,13,,,,
"Spoiler alert: I have a dream. """,Fri Jan 12 03:25:09 +0000 2018,18,,,,
"I'm really, like, very smart. I have the best words. All the white supremacists say so.",Fri Jan 12 01:31:20 +0000 2018,51,,,,
"April Ryan just said shithole"" on CNN. And people say I've achieved nothing.""",Fri Jan 12 00:40:46 +0000 2018,51,,,,
"#ThrowbackThursday Before he was a #ShitholePresident, Trump's ignorant racism was on full display as he tried to a… ",Fri Jan 12 00:31:30 +0000 2018,65,,,,
Make America Norway Again! ,Thu Jan 11 23:16:58 +0000 2018,32,,,,
I like Norwegians fine. ,Thu Jan 11 22:34:49 +0000 2018,10,,,,
I figured they must be shitholes if they let these shitheads in. ,Thu Jan 11 22:07:39 +0000 2018,73,,,,
A beautiful picture of Steve Mnuchin with the love of his life. Also shown: Steve's new wife. ,Thu Jan 11 20:12:55 +0000 2018,74,,,,
"Walmart is raising hourly wages by $1 an hour, but Walmart's Sam's Club is reducing wages to $0. #bothsides",Thu Jan 11 20:08:59 +0000 2018,27,,,,
"On the plus side, we gave Walmart a gazillion dollars in tax breaks and now they pay as much as Target did before t… ",Thu Jan 11 19:51:31 +0000 2018,12,,,,
"In new Quinnipiac Poll, 39% of voters give me an “F” grade -- highest ever! -- and another 17% give me a “D.  57%… """,Thu Jan 11 19:20:36 +0000 2018,28,,,,
"Great news for all the people at AT&amp;T, GE, HP, Macy's, JC Penney's and Carrier--and all the Pennsylvania coal miner… ",Thu Jan 11 17:28:08 +0000 2018,36,,,,
"I have just discovered that a physical wall across the entire Mexico border is not possible.

P.S. Getting Mexico t… ",Thu Jan 11 17:04:04 +0000 2018,27,,,,
"AT&amp;T lays off 4,000.

Macy's lays off 10,000.

GE lays off 12,000.

Carrier to layoff 215 more workers in Indiana.… ",Thu Jan 11 16:43:42 +0000 2018,863,,,,
FISA is the worst thing ever and sucks so bigly I can't even tell you. It's just so effing terrible I want to cry.… ,Thu Jan 11 15:29:12 +0000 2018,29,,,,
So much winning! #MAGA  ,Thu Jan 11 06:20:36 +0000 2018,46,,,,
Many people are saying I need to do this too. ,Thu Jan 11 06:14:38 +0000 2018,13,,,,
Nothing to see here. Please disperse. ,Thu Jan 11 04:44:38 +0000 2018,159,,,,
#AnnoysMeMoreThanAnything that people say I'm obsessed with Hillary! I only tweet about her once or twice a week!… ,Thu Jan 11 03:28:26 +0000 2018,18,,,,
"One lucky donor will win a private dinner with me at Mar-a-Lago!

Prize includes three courses, two scoops of ice c… ",Thu Jan 11 01:39:09 +0000 2018,28,,,,
I'm eliminating regulations and bringing coal back! Jobs are up 1%. Mining deaths are up 100%.,Thu Jan 11 00:55:52 +0000 2018,58,,,,
We are today raiding 7-Eleven stores to find undocumented workers who will either be deported or offered $4/hour to… ,Wed Jan 10 23:18:39 +0000 2018,37,,,,
@kpoulsen @votevets @StephenKing @Marina_Sirtis @AJ @andysignore @RJSzczerba @Wolfe321 ,Wed Jan 10 23:14:09 +0000 2018,0,,,,
I was #BlockedByTrump before being blocked by Trump was even a thing -- after I exposed his continued racism about… ,Wed Jan 10 23:12:36 +0000 2018,19,,,,
"You can't see my taxes.
I won't submit to a psychiatric evaluation.
I refuse to talk to Robert Mueller.
But I have… ",Wed Jan 10 22:48:29 +0000 2018,520,,,,
In my budget I make tough choices: either #SaveCHIP or give massive tax breaks to corporate polluters. I went with the polluters!,Wed Jan 10 20:02:25 +0000 2018,8,,,,
Sneaky Dianne Feinstein is such a Nasty Woman! ,Wed Jan 10 18:02:06 +0000 2018,7,,,,
Darrell Issa has been an inspiration to me and my family for years! Who else could have stayed out of prison with a… ,Wed Jan 10 17:16:18 +0000 2018,25,,,,
"Ivanka: ""That… """,Wed Jan 10 17:01:23 +0000 2018,5,,,,
"When they make a movie of the 2016 election, Mark Wahlberg should play me and Michelle Williams should play Hillary… ",Wed Jan 10 16:42:34 +0000 2018,7,,,,
"#StupidQuestionsForAlexa What is healthcare""?""",Wed Jan 10 16:39:19 +0000 2018,3,,,,
#LesserKnownColdRemedies Take two Tic Tacs and grab a pussy every 4 hours,Wed Jan 10 16:38:02 +0000 2018,6,,,,
"Thank you, @GOPLeader for correcting me when Sneaky Dianne Feinstein got me to agree to a clean #DACA vote! Let's j… ",Wed Jan 10 16:28:08 +0000 2018,46,,,,
The fact Sneaky Dianne Feinstein would release testimony that shows why the intelligence community thought I was be… ,Wed Jan 10 15:48:17 +0000 2018,347,,,,
"Every vote counts, but in Ohio, every white vote counts double. #winning ",Wed Jan 10 04:03:22 +0000 2018,26,,,,
Joe Arpaio is testing the waters to see if someone pardoned by me can win elected office. Ivanka and Jared are anxious to find out!,Tue Jan 09 23:31:06 +0000 2018,40,,,,
.@CharlesMBlow is very mean to me! It's not important to know the WORDS of the National Anthem! Just like it's OK t… ,Tue Jan 09 23:15:37 +0000 2018,13,,,,
It's a rigged system! LOL. ,Tue Jan 09 22:56:00 +0000 2018,3,,,,
"Thank you, Senators Grassley and Graham for buying Don, Jr. a little extra time to burn a few more documents on the… ",Tue Jan 09 22:55:15 +0000 2018,6,,,,
#WhatILearnedToday Sloppy Steve is out at Breitbart because you should never criticize your boss! That's why I neve… ,Tue Jan 09 22:05:51 +0000 2018,38,,,,
"Take that, @TIME! The Committee to Protect Journalists (@pressfreedom) has named me their Person of the Year -- I h… ",Tue Jan 09 20:12:24 +0000 2018,11,,,,
Thank you @SenFeinstein for releasing the Fusion GPS script which shows without a doubt how loyal to V. Putin and m… ,Tue Jan 09 20:07:22 +0000 2018,20,,,,
I just sign whatever gets put in front of me. #StableGenius ,Tue Jan 09 20:01:06 +0000 2018,6,,,,
Old white racists are getting tired of all the winning. ,Tue Jan 09 19:50:17 +0000 2018,8,,,,
"Many people are saying this is how a #StableGenius runs a meeting! 

Look how I agree to @SenFeinstein's reasonable… ",Tue Jan 09 19:34:26 +0000 2018,105,,,,
Do NOT read the #FusionGPS transcript released by @SenFeinstein -- please wait for the Wikileaks version that will… ,Tue Jan 09 19:14:32 +0000 2018,13,,,,
"Joe Arpaio knows you can't spell Arizona without N, A, Z and I! ",Tue Jan 09 19:02:21 +0000 2018,88,,,,
Please join me as we stand and mumble the national anthem! ,Tue Jan 09 18:57:36 +0000 2018,13,,,,
"Make Alaska have new diseases, more accidents, an increase in anxiety and depression, worse allergies, and more dan… ",Tue Jan 09 07:43:31 +0000 2018,49,,,,
"There will be no psychiatric test as part of my physical this week, because no one is interested in my mental compe… ",Tue Jan 09 04:42:53 +0000 2018,22,,,,
"Next time, I may just stay in the locker room during the national anthem ",Tue Jan 09 03:38:27 +0000 2018,242,,,,
"Now this: """,Tue Jan 09 03:17:39 +0000 2018,14,,,,
Uh-oh. ,Tue Jan 09 03:14:41 +0000 2018,5,,,,
That's why I'm not showing my tax returns. ,Tue Jan 09 00:00:10 +0000 2018,14,,,,
"Mark Zuckerberg's New Year's Resolution is to do his job, reports @AriMelber. That makes one of us! #TheBeat",Mon Jan 08 23:51:58 +0000 2018,4,,,,
I am 100% willing to testify under oath unless I am asked the testify under oath!,Mon Jan 08 23:06:30 +0000 2018,17,,,,
She signed an NDA! ,Mon Jan 08 22:32:15 +0000 2018,4,,,,
The @timcorrimal show is very mean to me! DO NOT LISTEN! ,Mon Jan 08 20:47:40 +0000 2018,1,,,,
"V, Putin is very smart! He has the whole @GOP leadership by the short and curlies! @SpeakerRyan is definitely going… ",Mon Jan 08 20:45:54 +0000 2018,14,,,,
"Thank you @LindseyGrahamSC for telling @TheView I'm no longer a ‘xenophobic, race-baiting, religious bigot’ because… ",Mon Jan 08 20:42:21 +0000 2018,134,,,,
I've started a movement! #WritersResist ,Mon Jan 08 20:39:30 +0000 2018,0,,,,
"Many people are asking why Eric had a Fudgie the Whale"" birthday cake. It's because the ""Nutty the Ghost"" cake sti… """,Mon Jan 08 14:50:14 +0000 2018,19,,,,
"With the extra help we're getting from @SpeakerRyan, @DevinNunes, @LindseyGrahamSC and @ChuckGrassley , V. Putin is… ",Mon Jan 08 14:25:16 +0000 2018,10,,,,
#MondayIn4Words Busy day! (Just kidding.) ,Mon Jan 08 13:35:19 +0000 2018,14,,,,
Today's #TrumpTower fire was not caused by any of my staff trying to burn evidence. We finished shredding all the evidence months ago.,Mon Jan 08 13:20:57 +0000 2018,66,,,,
My Presidency is highly consensual because when you're a star they let you do it. ,Mon Jan 08 13:04:16 +0000 2018,19,,,,
How come @foxandfriends didn't win any #GoldenGlobes? It's a rigged system!,Mon Jan 08 06:06:09 +0000 2018,15,,,,
